Passage,Summary,Style
"이강후 위원] ""알겠습니다.""
위원장 강창일] ""수고하셨습니다.   다음에는 우윤근 위원님 질의하시겠습니다.""
우윤근 위원] ""전남 광양ㆍ구례 출신의 우윤근 위원입니다.  한전 사장님하고 전력거래소 이사장님 지역난방공사 사장님 이렇게 물어볼게요.  우선 한전사장님 전기요금 뭐 논란이 돼 있습니다. 짧게 묻겠습니다.   요새 재판 진행 중지요 손해배상?""
한국전력공사사장 김중겸] ""예 그렇습니다.""
우윤근 위원] ""지금 어떻게 되고 있습니까?""
한국전력공사사장 김중겸] ""그것은 지금 김쌍수 사장 개인 소송이 돼 있고요. 그다음에 소액주주……""
우윤근 위원] ""직위해제 27명 13명 이거 하고 있지요?""
한국전력공사사장 김중겸] ""예 하고 있고요.  그다음에 소액 주주가 지경부를 상대로 해서 소송을 하고 있고 이렇게 해서 저희들이 관심을 가지지만 사실은 지경부도 저희들 상급기관이고 또 김쌍수 사장도 전임 사장이기 때문에 그 중간에서 좀……""
우윤근 위원] ""하여튼 청구 원인은 보니까 ‘법령에서 정한 기준에 미달하는 전기요금 인상안을 통과시켜서 주주 이익을 침해했다’ 이렇게 돼 있네요?""
한국전력공사사장 김중겸] ""예 그렇습니다.""
우윤근 위원] ""승소 가능성이 있습니까?""
한국전력공사사장 김중겸] ""거기에 대해서는 제가 판단을……""
우윤근 위원] ""아직 잘 판단 못 하겠다?""
한국전력공사사장 김중겸] ""예.""
우윤근 위원] ""우선 전기요금 현실화 필요성 인정합니다.  다만 다른 우리 동료ㆍ선배 위원들도 질의를 많이 하실 줄로 압니다마는 그 전제 조건으로 충격완화가 좀 필요하다 그렇지요? 서민들이 지금 어려운데 전기료 인상 우선 정서적으로 받아들이기 대단히 어려울 것이다라고 생각됩니다. 정치인들도 선거를 앞두고 있어서 쉽게 전기료 인상에 동의하기 어려운 현실적인 측면이 있는데요.  우선은 전기요금 현실화 선행 조건이 저는 한 2개 정도 있다고 보는데 경영효율화 자구노력 이것은 긴 말씀드리지 않겠습니다.   여기 문제점 많이 지적해 놨는데 전력 구입 부분하고 수익 증대 부분에도 지금 자구노력이 제대로 되고 있지 않다 한번 검토해 보시고요.  또 보고를 따로 받을 게요.""
",우 위원은 전기요금의 현실화 필요성을 인정하지만 서민들이 전기료 인상에 대해 받아들이기 어려울 것이고 전력 구입과 수익 증대에 자구노력이 제대로 되어 있지 않다고 했다.,Cartton style
"국방부장관 한민구] ""북한에 대한 억제는 꼭 군사적 억제뿐만 아니라 여러 가지 다임(DIME) 요소에 의한 억제요소 압박요소가 있는 것인데 군사적으로는 이런 것들을 식별했다고 보고를 드린 것이고 다른 요소하고 함께 그런 효과가 제고될 거다 이렇게 봅니다.""
송영근 위원] ""그렇지요. 이제까지 아까 전략적 커뮤니케이션 더 강화하겠다고 나왔는데 전략적 커뮤니케이션이라는 것은 다임 조치가 뒤따르지 않으면 아무 의미가 없는 것 아닙니까?""
국방부장관 한민구] ""예.""
송영근 위원] ""그런데 이 다임이라는 것 이런 것 죽 해 보니까 외교적 무슨 군사적으로 특별하게 눈에 띄는 게 없어요. 억제가 될 것 같지 않습니다. 5차 미사일 발사 그다음에 5차 핵실험하는 데 전혀 영향을 미칠 수 없을 것으로 저는 보여요. 이렇게 해 가지고 북한이 또 미사일을 쏜다든지 5차 핵실험 안 한다는 억제가 나는 되리라고 생각을 하지 않아요.  그래서 북한이 더 이상의 핵개발과 미사일을 하지 않게 하려면 근본적인 것은 뭡니까? ‘북한 너희 핵을 만들어 봐도 못 쓴다. 만들어 봐야 못 쓴다’ 그게 근본 대책이지요 ‘너희가 만들어 봐야 너희 핵은 종이호랑이다. 종이호랑이일 뿐이다. 만들었지만 못 쓴다’. 그것 못 쓰는 대책을 만드는 게 우리가 근본적으로 미사일 발사와 핵개발을 막을 수 있는 대책이라고 보여집니다. 그래서 여기에 국방부에서 얘기한 대로 선제적ㆍ공세적으로 해 나가야 된다……  그러면 지금 우리가 볼 때는 킬체인과 KAMD 이것 완벽하지가 않아요. 선제적이지도 못하고 공세적이지도 못합니다. 그러면 이런 경우에 조금 내가 앞서 나가는 질의가 될지 모르지만 이번에야말로 미국과 협의해 가지고 다음에 다시 핵실험하게 되면 핵 생산시설을 선제 타격하겠다 영변 선제 타격하겠다 이런 것 미국하고 사전에 협의해서 이제는 그 정도로 나가야 억제가 되지 않겠느냐 하는 생각이 드는데 장관님 어떻게 생각하십니까?""
",송 위원은 전략적 커뮤니케이션이 다임 조치가 뒤따르지 않으면 아무 의미가 없는 것 아니냐며 다임이 외교적이나 군사적으로 눈에 띄는 게 없어 억제가 될 것 같지 않다고 했다.,Cartton style
"문재인 위원] ""지금 다문화 가정의 자제도 입영을 합니까?""
병무청장 박창명] ""다문화 가정도 입영을 하고 있습니다.""
문재인 위원] ""보다 장기적으로는 병역 자원이 주는 것을 대비해서 부사관 등 직업군인을 좀 늘려 나가고 언젠가는 모병제로 전환하는 그런 게 필요하지 않습니까?""
병무청장 박창명] ""직업군인 모병제도 어느 시점에서는 한번 검토를 해 볼 사안이지만 지금 현재의 여러 가지 남북 대치 상황 그다음에 병력의 전투력 유지 등을 고려할 때는 현재로서는 아직 시기상조가 아닌가 이렇게 보고 있습니다.""
문재인 위원] ""어느 날 갑자기 모병제로 전환하기는 어렵기 때문에 아까 부사관 같은 직업군인을 늘려나가서 뭔가 소프트하게 이행이 되게끔 하는 게 바람직하지 않습니까?""
병무청장 박창명] ""예.""
문재인 위원] ""그러면 모병제로 전환하는 것은 아직 시기가 이르다 하더라도 언젠가는 시행될 것을 내다보면서 미리부터 그에 대한 준비를 해 들어가는 그런 접근은 좀 필요하지 않나요?""
병무청장 박창명] ""그런 점은 지금 현재 국방부에서 판단을 하고 장기적으로 검토할 사안입니다마는 병무청도 잘 협조를 해서 정보를 공유하고 노력을 하겠습니다.""
문재인 위원] ""병무청 차원에서도 그에 대한 연구가 필요하다고 생각이 돼요.""
병무청장 박창명] ""예 잘 알겠습니다.""
문재인 위원] ""지금 입영 검사에서 신체등급 1급부터 3급까지가 현역인데 1급 2급 3급에 따라서 군 복무에 무슨 차이가 있습니까?""
",박 병무청장이 모병제도 검토할 사안이지만 아직은 시기 상조라 하자 문 위원이 모병제가 시행될 것을 내다보며 미리 준비를 하는 접근은 필요하지 않냐고 했다.,Cartton style
"국방부장관후보자 김병관] ""제가 요청했습니다.""
진성준 위원] ""그렇습니까?""
국방부장관후보자 김병관] ""예.""
진성준 위원] ""유비엠텍은 외국무기를 중개해서 우리 정부에 파는 일을 하는 데고 정의승 씨 소유의 맥산이라고 하는 업체가 또 있지요?""
국방부장관후보자 김병관] ""예 있습니다.""
진성준 위원] ""맥산이라고 하는 업체가 정비 수리 이런 것을 하는 엔지니어 업체입니다. 맞지요?""
국방부장관후보자 김병관] ""예.""
진성준 위원] ""그런데 소위 합작회사를 하자고 한다면 그 합작회사의 성격에 맞는 것은 맥산이지 무기중개업체인 유비엠텍이 아니거든요. 그런데 왜 합작회사에 한해서 자문역할을 하겠다고 하셨던 후보자께서 무기중개업체 소속으로 계약서를 쓰는 데에는 동의하셨습니까?""
국방부장관후보자 김병관] ""맥산은 말씀하신 대로 그러한 업종을 맡고 있었습니다. 지금 회사 방침에 의하면 합작회사 설립의 주체를 유비엠텍으로 잡고 있었습니다. 그래서 유비엠텍과 계약을 했던 것입니다.""
진성준 위원] ""그런가요?""
국방부장관후보자 김병관] ""예.""
진성준 위원] ""MTU와 유비엠텍 사이에 합작회사 조인트벤처를 위한 MOU가 체결되어 있지요?""
국방부장관후보자 김병관] ""MOU는 아는데 쌍방은 제가 정확하게 기억이 안 납니다.""
진성준 위원] ""MOU 읽어보셨어요?""
국방부장관후보자 김병관] ""읽어본 적은 있는데 그게 어디하고 어디인지 지금 제가 확실히 답변을 못 드리겠습니다.""
",진 위원은 합작회사 성격에 맞는 것은 맥산이라는 엔지니어 업체인데 왜 후보자는 무기중개 업체인 유비엠텍 소속으로 계약서를 쓰는 데 동의했는지 물었다.,Cartton style
"식품의약품안전처장 류영진] ""예 잘 알겠습니다.""
김광수 위원] ""이상입니다.""
위원장 양승조] ""수고 많으셨습니다.  이어서 더불어민주당 간사이신 인재근 위원님 질의하여 주시기 바랍니다.""
인재근 위원] ""인재근 위원입니다.  김성주 이사장님 축하드려요. 고생 많이 하세요.  이사장님이 취임하시면서 신뢰 회복하겠다고 말씀하셨는데 작년 7월부터 기금운용본부장이 공석인데 지금까지도 공석이지요?""
국민연금공단이사장 김성주] ""예.""
인재근 위원] ""그것 왜 그런지…… 지금 금융시장에서 전쟁을 치러야 되는데 그 전쟁을 할 수 있는 장수가 없는 거잖아요. 그래서 국민들이 굉장히 걱정을 하고 있어요. 그 부분에 대해서 말씀해 주세요.""
국민연금공단이사장 김성주] ""저희 연금공단이 이사장과 기금본부장이 동시 공석 상태였는데요 제가 11월 달에 취임한 이후에 우선 조직이 좀 안정되고 무너진 시스템을 복원하는 게 먼저 우선되어야 된다 생각했습니다. 어느 정도 안정이 된 상태이기 때문에 빠른 시간 안에 기금본부장에 대한 공모 절차에 들어가겠다 말씀드립니다.""
인재근 위원] ""빠른 시일이 언제예요?""
국민연금공단이사장 김성주] ""곧 합니다.""
인재근 위원] ""곧 해요? 알겠습니다.  다음에는 김용익 이사장님 취임 축하드리고요.""
국민건강보험공단이사장 김용익] ""감사합니다.""
인재근 위원] ""지난해 촛불혁명과 대통령 탄핵 정치적인 그런 소용돌이 속에서 오랜 숙원이었던 부과체계 개편이 여야 합의하에 이루어졌잖아요?""
",김 국민연금공단이사장은 본인의 취임 후 어느 정도 조직이 안정된 상태이기 때문에 가능한 빠르게 기금본부장에 대한 공모절차에 들어갈 것이라 했다.,Cartton style
"위원장 김영춘] ""의석을 정돈해 주시기 바랍니다.  회의를 속개하겠습니다.   위원님들의 추가질의를 시작하도록 하겠습니다.   추가질의 시간은 7분으로 하겠습니다.   먼저 김한정 위원님부터 질의해 주시기 바랍니다.""
김한정 위원] ""농식품부장관님 계란 대란 문제가 여전히 꺼지지 않는 불길로 되어 있는데요. 지금 우리 정부에서는 계란 수급가격 안정을 위해서 설 연휴까지 2500만 개 수입하겠다 계획을 세워 놨지요?""
농림축산식품부장관 김재수] ""예 저희들이 수입 가능성을 그 정도 수준까지……""
김한정 위원] ""현재 600만 개 정도가 수입이 완료가 됐습니까 아니면 오고 있습니까?""
농림축산식품부장관 김재수] ""아직 시중에는 나오지 않고 일단 공항까지는 와 있습니다.""
김한정 위원] ""이게 우리 설 대비해서 기존의 계란 수요에 어느 정도 긍정적인 효과가 있을까요?""
농림축산식품부장관 김재수] ""지금 부족한 것 이상으로 너무 지나치게 폭등이 돼서 수입을 함으로써 가격이 1개에 300～310원 수준에서 안정되고 있는…… 효과가 상당히 있습니다. 왜냐하면 더 올라갈 것으로 기대하고 중간업자들이 사재기를 하다가 그 부분에서 지금 더 안 올라갑니다.""
김한정 위원] ""어제 30알 한 판 시중 평균가격은 어느 정도 유지되고 있습니까?""
농림축산식품부장관 김재수] ""가게마다 좀 다른데 특란의 경우는 구천삼사백 원 정도 하는 것 같습니다.""
김한정 위원] ""지금 그 수입가격을 계란 한 판에 보통 어느 정도 잡고 있습니까? 보도에 따르면 대형마트에서는 8990원 9000원 미만으로 유지를 하겠다…… 이것은 뭐 유통마진 하나도 안 하겠다는 것 아닌가요?""
",김 위원은 정부에서 계란 수급가격 안정을 위해 2500만 개를 수입하겠다는 계획이 설 연휴를 대비해서 계란 수요에 긍정적 효과가 있는지 물었다.,Cartton style
"헌법재판소재판관후보자 이은애] ""언론을 보아서 알고 있습니다.""
금태섭 위원] ""이 집회에 반대하시는 분들이 많이 오셨는데 집회에 대해서 찬성하는 사람도 있고 반대하는 사람들도 있는데 지금 우리 사회에서 성소수자의 권리가 충분히 보장이 된다고 생각하십니까?""
헌법재판소재판관후보자 이은애] ""그렇지는 않지 않을까 생각합니다. 우리가 아무래도 동양문화가 강하기 때문에 문화적으로 그렇지 않은 것 같습니다.""
금태섭 위원] ""아까 성소수자 문제에 대해서 박지원 위원이 질문을 하셨는데 그때 개인의 취향이고 법이 관여할 수 없다는 취지로 답변을 하셨습니다.  맞습니까?""
헌법재판소재판관후보자 이은애] ""맞습니다.""
금태섭 위원] ""그것은 맞는데 거기까지는 소극적인 입장에서 그렇다고 치고.  제가 생각하기로는 어제 그 후보자께서는 왼손잡이 비유를 드셨고 저도 왼손잡이 비유를 많이 드는데 사실 어느 사회에서나 성소수자가 있습니다. 맞지요?""
헌법재판소재판관후보자 이은애] ""예 맞습니다.""
금태섭 위원] ""그리고 외국 같은 경우는 지금 동성혼이 허용되는 나라도 많고 동성혼이 허용되는지 마는지는 아까 말씀하셨듯이 법리적인 문제도 있고 사회적으로 많은 논쟁을 거쳤지만 적어도 선진국이라고 하는 거의 모든 국가에서는 성소수자들이 집회를 한다든지 하는 데 있어서 법적인 문제나 혹은 현실적으로 집회를 제대로 가질 수 없는 문제는 없다고 저는 생각을 합니다.  그런데 우리나라에서는 1년에 딱 하루 퀴어 축제를 하는데 그것을 물론 반대하시는 분들이 집회를 하실 수 있는 것이지만 최근에 서울에서는 집회가 어느 정도 되고 있는데 지역에 따라서는 집회ㆍ결사의 자유마저도 제대로 향유 못 하고 있는 것 같습니다.  어떻게 생각하십니까?""
",이 헌법재판소재판관후보자는 우리 사회에서 성소수자의 권리가 충분히 보장된다고 생각하냐는 금 위원의 질문에 동양문화가 강하기 때문에 그렇지는 않은 것 같다고 답했다.,Cartton style
"박주선 위원] ""2014년도 예산안ㆍ기금안을 국회에서 심의 의결하면서도 부대조건에 영양사 등 비정규직의 처우개선을 노력하도록 달려 있습니다.""
부총리겸교육부장관 황우여] ""지금 그래서 4월 말까지는 각종 강사에 대한 수당까지 포함해서 좀 정리를 하자 그러고 있는 중입니다.     (발언시간 초과로 마이크 중단)""
박주선 위원] ""1분만 더……   추가질의 안 할게요.""
위원장대리 김태년] ""다른 위원님들 양해해 주시면 추가질의 안 하는 조건으로 1분만 더 드리도록 하겠습니다.""
박주선 위원] ""지금 박근혜 대통령 공약사항으로서 초등학교에 돌봄교실 운영하고 계시지요?""
부총리겸교육부장관 황우여] ""예.""
박주선 위원] ""그리고 또 보건복지부에서는 지역아동센터를 운영하고 있고 청소년방과후아카데미를 여성가족부에서 운영하고 있는데 사회부총리로서 이것은 예산을 분리해서 집행을 하다 보니까 모두가 다 불만이 있습니다.   돌봄교실 제가 학교 현장을 돌아다니면서 확인해 봤더니 ‘제발 이 돌봄사업 좀 안 할 수 있도록 해 달라’ 교실도 없는 데가 너무 많고 예산 지원하는데 프로그램 예산이 적정치 않아 가지고 하는 둥 마는 둥 하는 것이다 하는 이야기고 지역아동센터에서는 돌봄교실이라고 해 가지고 학생들이 오지도 않아 버리고 인원수 계산해 가지고 지역아동센터 운영비를 주다 보니까 이건 완전히 절름발이 식이 돼 가지고 학교에서도 불만 지역아동센터에서도 불만 예산은 예산대로 들어가면서 효과가 전연 안 나고 있는데……     (발언시간 초과로 마이크 중단)    (마이크 중단 이후 계속 발언한 부분)이런 것을 조정하기 위해서 교육부장관이 사회부총리가 되신 것으로 알고 있습니다. 국민의 혈세를 이런 식으로 분산해서 집행함으로 인해서 효과도 없고 하는 문제를 좀 정밀하게 검토하셔 가지고 돌봄교실로 통합을 하든지 그런 경우에 지역아동센터에 그동안의 운영자에 대한 피해가 없도록 조치를 할 필요가 있는데 그걸 포함해 가지고 지역아동센터로 통합을 하든지 종합적인 대책이 필요하다고 생각되는데 이 점에 대해서 답변 좀 해 주십시오.""
",박 위원은 초등학교 돌봄 교실이 예산을 분리해서 집행을 해 불만이 있다며 문제를 정밀하게 검토하거나 지역아동센터로 통합을 하는 등 종합적인 대책이 필요하다고 말했다.,Cartton style
"농업협동조합중앙회장 김병원] ""예 서면 제출하도록 그렇게 하겠습니다.""
황주홍 위원] ""그리고 거기에다가 농업소득도 어떻게 하시겠다는 건지 농가소득은 2015년의 경우 3722만 원이더군요.""
농업협동조합중앙회장 김병원] ""예 맞습니다.""
황주홍 위원] ""그런데 농업소득은 그것의 한 3분의 1도 안 돼요.""
농업협동조합중앙회장 김병원] ""예 한 30%……""
황주홍 위원] ""한 30% 1126만 원 정도 되더라고요.  그러니까 2020년까지 농업소득은 또 어떻게 하시겠다 그 계획도 함께 제출 바랍니다.""
농업협동조합중앙회장 김병원] ""예 그렇게 하겠습니다.""
황주홍 위원] ""우선 이렇게 보면 그 계획은 좋은데 현황을 보면 굉장히 비관적입니다. 농가소득이 지난 10년간 22%가 증가했더라고요. 그런데 농업소득은 어떨 것 같습니까?""
농업협동조합중앙회장 김병원] ""제자리에 있습니다.""
황주홍 위원] ""10년 동안 4.7%가 하락했습니다. 제자리조차도…… 뒷걸음질 치고 있는 거예요.  그런데 가장 중요한 원인 중의 하나가 농산물가격의 하락이라든가 농업 성장의 둔화라든가 이런 게 있겠지만 가장 큰 게 농업경영비예요. 경영비는 10년 동안에 얼마나 늘었을 것 같습니까? 52.6%가 늘었습니다. 그러니까 농가소득은 22% 늘었고 농업소득은 4.7% 내렸고 그런데 농가경영비는 52.6%가 늘었으니까 농가소득을……  1분만 더 주세요.""
위원장 김영춘] ""예 마무리하시지요.""
",황 위원은 2015년의 경우 농가소득이 3722만 원인데 농업소득은 그것의 3분의 1도 안된다고 말했다.,Cartton style
"농림축산식품부장관후보자 이개호] ""이미 말씀드린 대로 직불금하고도 또 연관 지어서 판단을 해야 되기 때문에 방금 말씀드렸던 공익형 직불금제도와 더불어서 같이 종합적인 연구를 시키도록 그렇게 하겠습니다.""
김현권 위원] ""농정개혁을 하려고 하면……""
농림축산식품부장관후보자 이개호] ""저는 개인적으로 기초소득보장제에 대해서 찬성하는 입장을 가지고 있습니다.""
김현권 위원] ""농민기본소득제에 대해서 찬성하는 의견이라는 얘기입니까?""
농림축산식품부장관후보자 이개호] ""예 그렇습니다.""
김현권 위원] ""그러면 그 부분에 대해서 좀 더 적극적으로 검토를 해 볼 의향도 있습니까?""
농림축산식품부장관후보자 이개호] ""예 그러겠습니다.""
김현권 위원] ""공익형 직불제를 대폭 확대하겠다는 공약은 나왔음에도 불구하고 그 이후에 사실상 진행은 미미합니다. 장관 취임하시면 이 부분에 대해서 시간적으로라든가 좀 더 구체적인 계획들도 갖고 있습니까?""
농림축산식품부장관후보자 이개호] ""제가 아직 취임을 안 했기 때문에 구체적인 계획을 아직까지는 마련하지 못했고요. 제 자신이 국회의원으로서 사실 농민 기본소득 보장과 관련한 직불금체제 개편방안을 관계 법안 준비를 하고 있었습니다. 그래서 그 토대 위에서 계속해서 노력하도록 그렇게 하겠습니다.""
김현권 위원] ""우리 농업이 수입농산물에 대한 압박도 받지만 소비자물가에 대한 압박도 사실은 무시할 수가 없습니다. 지금 쌀이 17만 5000원 정도 가는데 소비자연맹에서는 ‘쌀값이 비싸다’ 이런 얘기가 사실 나옵니다. 그런데 현장을 생각하면…… 우리 목표가격이 18만 8000원 아닙니까? 거기에도 못 미치는데 벌써 이런 요구가 나오거든요.   그러면 이 두 가지 부분을 함께 끌고 나가려고 그러면 어떻게 소득안전망 농민들이 기본적으로 생활하고 일을 계속해 나갈 수 있는 소득이 확보되어야 되는데 그 부분에 대한 보다 적극적인 정책 검토가 반드시 필요한 시점이라고 생각을 합니다.   그래서 장관 취임하시면 이 부분에 대해서 좀 더 구체적인 계획을 마련해 주시기를 부탁드립니다.""
",김 위원은 수입농산물과 소비자물가에 대한 압박을 함께 끌고 나가려면 소득안전망 농민들이 생활할 수 있는 소득이 확보되어야 되며 그 부분에 대한 정책 검토가 필요하다고 했다.,Cartton style
"환경부장관 윤성규] ""예.""
위원장 신계륜] ""그렇게 되기 때문에 일종의 사업체를 특정하게 되면 곤란한 면도 있지 않겠습니까? ‘A라는 사업체가 최고다’ 이렇게 말하면 안 되는 것 아니에요?""
환경부장관 윤성규] ""그렇습니다. 그러니까……""
위원장 신계륜] ""지금 이완영 위원 말씀이 지방자치단체에 굉장한 혼란과 혼선이 오고 있거든요 실제로.""
환경부장관 윤성규] ""예 그렇습니다.""
위원장 신계륜] ""제가 오늘 현장 가 본 곳만 해도 음폐수 처리하는 데 엉망진창이 되고 난리가 났단 말이에요. 거기서 많이 하는 말들이 ‘환경부가 일정한 기준을 가져 가지고 이 분야에 대해서 이런 기술을 쓰면 큰 문제가 없다’ 이렇게 판단해 주면 좋을 것이라고 생각하는 겁니다. 그런데 거기에 따른 난점이 무엇인지를 한번 제가 들어보려고 하는 건데요 난점이 있으니까 그렇게 못 했을 거라고 생각해요. 그런 겁니다 지금.""
환경부장관 윤성규] ""위원장님 잠깐……""
위원장 신계륜] ""한번 설명을 해 보세요.""
환경부장관 윤성규] ""잠깐 말씀드리면 아마 위원장님 갔다 오신 데가 음식 폐기물 이런 것을 가스로 만드는 그런 혐기시설인 것 같습니다.   그런데 이제 독일은 재작년에 1년 동안에 무려 전국적으로 1300개 시설이 들어섰습니다. 그리고 전국적으로 한 7300개 시설이 돌아가고 있습니다.   그런데 우리의 경우에는 그것 건설한 것이 정말 100점짜리로 돌아간다고 자신 있게 내놓는 시설 제가 볼 때는 그렇게 없습니다. 거의 없다고 생각하셔도 됩니다. 겨우겨우 돌리는 게 대부분입니다.  그것은 왜 그러냐 우리가 이공계를 나와도 실험실에 들어가서 실험하다가 후배가 들어오면 실험실에서 떠납니다. 그러나 독일이나 일본이나 이런 데서는 머리가 허예도 실험실에서 일을 합니다. 우리는 자기가 직접 하지 않고 실험실에서 벗어나면 실험하는 사람이 전달하는 것을 가지고 자기가 축적합니다. 그것은 이미 기술이 더 이상 완성도가 떨어지지요.  그래서 우리는 수많은 실험 시행착오를 했지만 아직 그런 아주 민감한 기술에 있어서는 일본이나 선진국을 따라가지 못하는 문제가 있습니다. 그래서 어떤 게 좋다라고 얘기하기는 상당히 위험한 측면이 있습니다.""
",윤 환경부장관은 음식 폐기물을 가스로 만드는 혐기시설을 독일은 전국적으로 1300개 시설을 세워 총 7300개 시설이 돌아가고 있다고 했다.,Cartton style
"외교통상부장관 김성환] ""그렇지 않습니다. 사실상 제가 파악을 못 하고 있어서 이거는 저희가 파악해 보고 다음 번 회의 때 보고드리도록 그렇게 하겠습니다.""
심재권 위원] ""그러면 이런 중국 내에서의 우리 국민들의 일종의 정치활동 인권활동도 정치활동이지요. 이런 데 대해서 우리 정부가 갖는 어떤 통제장치가 있습니까?""
외교통상부장관 김성환] ""우리 국민들이 나가실 때 일부 저희들께 문의가 있으신 분들에 대해서는 이렇게저렇게 안내해 드립니다마는 많은 분들이 그냥 나가서 활동하고 있는 경우가 있기 때문에 저희들이 사실상의 통제장치라든가 이런 거는 잘되어 있다 이렇게 말씀드리기는 어려울 거 같습니다.""
심재권 위원] ""그런데 그것도 우리 외교부의 커다란 어떤 직무해태로 보여집니다. 이렇게 민감한 문제에 대해서 민감한 활동을 하는 데 대해서 우리 정부가 일정한 어떤 통제장치 또는 통제라는 게 그렇다면 일정한 어떤 상황을 파악하고 안내할 수 있는 이런 게 제도적으로 마련되어야 되지요.   어떻게 생각하세요?""
외교통상부장관 김성환] ""그동안은 이분들이 또 이런 활동을 한다고 공개적으로 말씀하시고 하는 게 아니기 때문에 사실 저희들이 파악이 어려웠던 측면이 있는데요. 이번에 이런 일이 있었기 때문에 한번 저희 내부적으로 어떤 방법으로 어떻게 해야 할지 검토해서 다시 보고드리겠습니다.""
심재권 위원] ""그 부분에 대해서 일차적으로 외교부가 생각할 수 있는 그런 제도적 시안에 대해서 보고해 주시기 바랍니다.""
",심 위원은 정부가 통제장치의 일정한 상황을 파악하고 안내할 수 있도록 제도적으로 마련되어야 한다고 했다.,Cartton style
"방송통신위원회부위원장 허욱] ""그런 의미로 쓰이고 있습니다.""
박대출 위원] ""그것은 의미가 중요한 게 아니라 해임 처분이라는 걸 명문화했단 말이에요.   해임 처분을 결정하기에 앞서라든지 결정하기 위한 과정이라는 게 공문에 들어가야 되는 거예요. 공문 자체가 월권이에요 불법이고. 그 취지는 그렇게 이해할지 몰라도 그게 아니에요 공문은.   명확히 보시라고요. 지금 이 자체는 고발감이에요.""
방송통신위원회부위원장 허욱] ""당사자인 고영주 이사도 그 부분에 대해서 별 이견이 없으셨고 관련돼서 의견을 제출하고 청문을 하겠다라고 요청을 오늘 접수시킨 것으로 알고 있습니다.""
박대출 위원] ""KBS 사장님 지금 박철민 씨 건은 말이지요 저게 채택이 되니까 화이트리스트고 채택 안 되고 거부되었으면 캐스팅이 안 됐으면 블랙리스트가 되는 겁니다.   그렇지요?""
한국방송공사사장 고대영] ""글쎄 박철민 씨 발언이 사실이라면 심각한 문제지요. 그런데 저는 사실과 다르다고 보고 있습니다.""
박대출 위원] ""그것도 진상조사 한번 해 보시기 바랍니다.   진상조사 하시겠습니까?""
한국방송공사사장 고대영] ""지금 알아보고 있습니다.""
박대출 위원] ""파악해 보세요. 파악해서 저한테 보고 좀 해 주십시오.""
위원장 신상진] ""수고하셨습니다.   다음은 존경하는 윤종오 위원님 질의해 주시기 바랍니다.""
윤종오 위원] ""전문위원님 결산 승인도 부대의견을 달 수 있습니까?""
",박 위원은 해임 처분을 결정하기에 앞서라는 것이나 결정하기 위한 과정이라는 것이 공문에 들어가야 한다고 말했다.,Cartton style
"전정희 위원] ""다른 후보자들에 비하면 대단히 미약한 부분들이기는 하지만 일단 장관이라고 하는 자리가 만만치 않은 자리이기 때문에 모든 공무원들의 모범이 되어야 되는 자리이고 표상이 되어야 되는 자리이기 때문에 이런 아주 사소한 문제들에까지도 주의를 기울이고 관심을 가지셔야 되는 것 아닌가 그런 생각이 듭니다.""
지식경제부장관후보자 윤상직] ""예 그렇게 하겠습니다.""
전정희 위원] ""그런 차원에서 다시 하나를 더 지적을 하자면 지금 상속받은 것 중에 경남 김해시에 농지를 가지고 계세요. 이 농지에 대해서 농지법 위반이라고 하는 여러 지적이 나오는 것 같습니다. 여기에 대해서 후보자의 입장은 어떻습니까?""
지식경제부장관후보자 윤상직] ""그 농지는 1973년도에 저희 선친께서 선산으로 쓰기 위해서 샀던 땅입니다. 그 시점에도 그 땅은 그렇게 경작을 하고 있지…… 지목은 전으로 되어 있습니다마는 경작을 하지 않고 있던 땅이고……""
전정희 위원] ""지금 경작을 하지 않고 계시지요?""
지식경제부장관후보자 윤상직] ""거기에 나무를 나무부터 입목을 좀 했습니다. 해서 아마 전체적으로 가 보시면 구글을 봐도 보입니다마는 거의 경작을 할 수 없는 땅이고 또 그동안에 저희가 행정청으로부터 어떠한 처분 요구를 전혀 받은 적이 없습니다.""
전정희 위원] ""그러니까 이게 지금 농사를 짓지 않아도 농지를 소유할 수는 있는데 그러나 농지로 분류가 되어 있는 것이기 때문에 누구든지 거기에 농사를 지어야 되는 당위는 있는 것 같습니다.""
",전 위원은 상속받은 농지에 대해서 농지법 위반이라는 여러 지적이 나오는 것 같은데 후보자의 입장은 어떠한지 물었다.,Cartton style
