Passage,Summary,Style
"예비비는 매년 예산총칙으로 재해대책 등 일정 부분에 대해 그 사용처를 미리 정해 둔 예비비로서 2006년도 일반회계 예비비 중 목적 예비비는 1조 5,000억원임.
목적예비비의 대부분을 차지하는 재해대책비의 경우, 이를 본예산에 계산하는 것과 비교하여 평균 16일이나 자금 배정기간이 지연되고 복구규모에 관계없이 복구소요액 전액을 당해연도에 지원하여 상당부분이 공기부족 등으로 이월되고 있는 등 재해대책비의 예비비 편성은 부적절한 측면이 있음.
재해대책 목적예비비의 개선방안으로 재해대책비를 소방방재청이나 재해관련 부처의 일반회계로 계산하거나 별도의 재해기금을 신설하는 것을 고려해 볼 수 있으나 일정한 문제점과 한계를 가지고 있음. 
따라서 현행 재해대책예비비 운용 개선방안으로 매년 반복되는 최소한의 재해대책비는 각 부처의 일반회계에 계산하여 연초부터 집행이 가능하도록 하고 예측이 불가능하고 피해규모가 커서 추가적으로 발생하는 재해복구비는 예비비를 사용하는 것이 보다 효과적일 것으로 보임.
부담금은 일반적으로 특정 공익사업과 특별한 관계에 있는 자에 대하여 그 사업에 필요한 경비를 부담시키기 위하여 비용의 전부 또는 일부를 부담시키는 공법상 금전지급의무로 정의됨 부담금관리기본법 상 2007년 현재 부담금은 총 102개이며 1999년 부터 2006년까지 최근 8년간 연속으로 징수실적이 전무한 부담금 23개를 제외하면 총 79개의 부담금이 실적을 보이고 있음.",재해대책비는 복구 규모에 관계없이 복구소요액 전액을 당해 연도에 지원하는 문제점이 있어 재해대책비를 일반회계로 계산하려는 것을 고려하고 있다.,Caricature
" 1935년경에는 영화 〈심청전〉을 통해 감독으로 데뷔, 직접 메가폰을 잡았다. 흥미로운 점은 당대 영화가 신파조이거나 민족주의가 바탕에 깔린 〈아리랑〉(나운규 감독)의 자연주의적인 작품이 다수였지만 그의 작품은 달랐다.
 석영의 처제이기도 한 이화여대 문리대학장을 지낸 김갑순(金甲順·1914~ 2005)은 산문 〈다재다능한 안석주 선생〉이란 글에서 ‘석영은 화면을 중요시하고 화면 하나하나가 화폭이요 시(詩)가 돼야 한다고 주장했고, 자기가 직접 그런 영화를 만들어보겠다고 자작(自作) 감독을 했다’고 썼다. 〈심청전〉은 흥행에 성공해 당시 하와이까지 수출되었다고 전한다.
 안석주는 영화에 전념하기 위해 신문사를 떠났다. 이후 영화 소설 〈수우(愁雨)〉를 《조선일보》가 발행한 월간지 《조광(朝光)》(1936년 6월호~12월호)에 연재했고, 영화 시나리오 〈연가(燕歌)〉를 역시 《조광》(1937년 2월호)에 발표했다. 안석주의 신문인으로서 인생 1막이 《조선일보》와의 인연이라면, 영화인으로서 인생 2막은 잡지 《조광》과의 인연이었던 셈이다.
 그 후로도 계속 〈여학생〉 〈순이(順伊)의 슬픔〉 등을 쓰고 감독하여 영화화하려 했지만 제작비가 부족해 뜻을 못 이뤘다. 후대 영화인들은 당시 안석주에 대해 “황무지 영화계에서 그는 죽도록 고생만 했다”고 전한다. 안석주는 광복 직후 가진 인터뷰에서 영화인으로서의 도전을 이렇게 총평했다.
 “결국 나는 오늘까지 일개 영화 학도로 지내온 셈이다. 회고하면 을씨년스러운 일이나 나로서 그것이 큰 한(恨)이 될 것도 없다. 오늘에는 영화가 있음으로써 대중이 있는 것이 아니라, 민족이 있음으로 영화가 있게 되었다. 더구나 우리가 해방이 되고 나라를 가졌음에, 이 영화가 절실히 요구되는 것이다. 오늘까지의 나의 영화생활은 실패다. 그러나 이 실패 속에서 나의 새로운 생을 발견할 수도 있었다.”
",영화 심청전을 통해 감독으로 데뷔한 그는 신파조이거나 민족주의가 바탕에 갈린 당대 영화와 달랐다.,Caricature
" 자, 상앙의 포부를 제대로 알아보았는데 이제 그를 단순히 부국강병주의자(富國强兵主義者)라고만 한정하는 것은 상당히 아쉬운 일이 아닐까? 국력의 극대화(極大化)만을 주장한 국가지상주의자(國家至上主義者)가 아니라 각자가 스스로를 다스리는 자치를 꿈꾼 사상가, 어쩌면 장자(莊子)나 노자(老子)보다도 자유를 사랑한 자유주의자라고 보는 것은 지나친 비약일까? 상앙이 한비자보다도 자유주의 경제학파 사상가들과 궁합이 맞아 보이는 것은 이렇게 자율적 판단과 행위의 주체로서 개인을 말했기 때문이다. 그가 말한 자치라는 것이 특히 경제주체들에게 이롭기 때문이다.
 누구든 법을 알고 법을 내면화시켜 스스로 다스리는 자치사회, 상앙이 말하는 그런 이상사회를 보면 역시나 우리 사회를 돌아보고 아쉬운 점들을 생각해보게 된다.
 먼저 학생들에게 법에 대한 교육이 부실하다는 게 매우 아쉬운 일로 다가온다. ‘학교에서 노동 관련 법, 금융 관련 법, 주택·부동산 관련 계약법을 교육해 속는 일 없고 억울한 일이 없도록 하고, 당당한 경제주체로서 자립하는 데 돕도록 하면 어떨까?’라는 생각을 많이 해봤다.
 좋은 점수 받아서 좋은 대학에 가도 전월세(傳月貰) 관련 계약서 하나 볼 줄 모르고 경제와 금융 관련한 법에 무지한 채로 졸업한다면 어찌 제대로 홀로 서서 자신을 다스려갈 수 있을까 싶다. 법에 무지하니 치러야 할 비용이 많아서 청년들에게도 사회에도 손해가 아닌가. 중·고등학교 그리고 이제는 사실상 고등교육이 아니라 보편교육이 되어버린 대학에서도 기본 법과 관련한 교육이 많아지고 충실해져야 할 것이다. 모두가 변호사처럼 법을 잘 알 수는 없겠지만 꼭 필요한 법률만큼은 공부해서 당당한 판단의 주체로 자치의 주체로 서야 하지 않을까?
",법에 무지해서 치러야 할 비용이 많아 청년들과 사회에도 손해이기 때문에 보편교육이 되어버린 대학에서도 기본법과 관련한 교육이 많아지고 충실해져야 한다.,Caricature
"근래 들어 한국은 물론 세계가 일본식 디플레이션에 빠져드는 것이 아니냐는 경고가 곳곳에서 나오고 있다. 더 우려되는 것은 일본이 ‘잃어버린 20년’에 빠져들 당시 나타났던 현상들만 닮은꼴이 아니라, 정부의 정책대응도 닮은꼴이라는 점이다.
 흔히 ‘역사의 교훈’을 이야기하지만, 이런 걸 보면 역사로부터 교훈을 얻는 것이 그리 쉬운 일은 아닌 것 같다. 그래도 누군가 역사로부터 유익한 교훈을 얻어 과거와 유사한 잘못을 되풀이하지 않을 수도 있다는 기대마저 포기할 수는 없을 것이다. 인류 역사를 바꾼 50대 경제적 사건들을 다룬 이 책의 의미도 거기에 있다.
 이 책에서 소개하는 사건들은 다양하다. 농경의 시작, 러다이트 운동, 산업혁명 등 역사책 속에서 접했던 사건들에서부터 소련 붕괴, 1997년 외환(外換)위기, 2008년 세계 금융위기와 뒤이은 유럽의 재정위기 등 바로 오늘을 사는 우리들이 겪었던 사건들까지….
 이 책에는 ‘상식’을 뒤집는 이야기들도 많이 나온다. 대공황 당시 미국 대통령이었던 허버트 후버는 시장논리에 따라 경제상황을 방치했던 철저한 시장주의자이기는커녕 후임자 프랭클린 루스벨트 못지않은 개입주의자였다거나, 루스벨트의 뉴딜정책은 오히려 경제회복을 늦추었다는 등의 얘기가 그것이다. 18세기 미시시피버블 사건이나 남해버블 사건, 그리고 한참 후인 21세기의 닷컴버블을 보면, 인간에게 과연 과거로부터 배우는 능력이 있나 싶어서 쓴웃음이 난다.
",이 책에는 대공황 당시 후버 대통령이 철저한 시장주의자이기는커녕 개입주의자였다거나 루스벨트의 뉴딜정책이 오히려 경제 회복을 늦추었다는 등의 상식을 뒤집는 이야기들도 많이 나온다.,Caricature
" 1945년 8월 15일 정오, 히로히토 천황은 항복을 선언했다. 그날 밤, 한 무리의 공산주의자들이 장안빌딩에 모였다. 주동자는 서울청년회(서울파) 소속이던 이영, 정백, 경성제대그룹의 최용달이었다. 화요계의 이승엽, 조동호, 조두원, 홍남표, 최원택, 상해파 고려공산당계의 서중석 등도 참석했다. 이들은 밤새도록 조선공산당을 다시 건설하는 문제를 토의했다.
 이튿날 이들은 장안빌딩에 ‘조선공산당’이라는 간판을 내걸었다. 책임비서에는 이영이 선출됐다. 그는 일제하 제3차 조선공산당(ML당) 시절 당내 파벌싸움에서 패한 후인 1927년 12월 별도의 조선공산당(춘경원이라는 곳에서 만들었다 해서 ‘춘경원(공산)당’이라고 한다)을 만들었던 인물이었다.
 조선공산당 제2비서에는 이승엽이 선출됐는데, 얼마 후 이승엽은 사임하고 최익한이 제2비서가 됐다. 장안빌딩에 근거지를 두었다 하여 ‘장안파 공산당’ 혹은 ‘장안당’이라고도 불렸고 8월 15일에 당을 만들었다고 해서 ‘15일당’이라고 불리기도 했다. 8월 18일에는 조선공산주의청년동맹(공청), 23일에는 좌익계 준(準)군사조직인 학병동맹을 결성하는 등 외곽조직도 만들어나가기 시작했다. 
 이렇게 발 빠르게 창당을 선언하고 나섰지만, 이들에게는 치명적인 약점이 있었다. 대부분이 일제의 탄압에 못 이겨 전향을 하거나 당활동을 중단했던 ‘청산파’ ‘좌절파’였던 것이다. 이영은 일찌감치 공산주의 활동을 접고 고향 함북 북청에서 유휴(遊休)하였고, 정백은 광산 브로커, 최익한은 술장사를 하고 있었다. 이승엽은 전향서를 쓰고 인천에서 식량배급조합 이사를 지냈다.
",히로히토 천왕이 항복을 선언한 그날 밤 한 무리의 공산주의자들이 장안빌딩에 모여 밤새도록 조선공산당을 다시 건설하는 문제를 토의했다.,Caricature
" 존 르 카레의 소설 속 주인공들은 하나같이 상류층이 되고 싶어 안달하는 강박증의 소유자들이다. 평론가들은 존 르 카레가 옥스퍼드대학 출신이기에 그를 권력층의 일원으로 생각했고, 소설 속 스마일리에 존 르 카레가 투영(投影)됐다고 봤다. 그런데 존 르 카레의 아버지가 사망하면서 그동안 해온 모든 평론을 수정해야 하는 지경에 이르고 말았다.
 존 르 카레의 아버지는 그가 세 살 때 어머니와 이혼했으며 직업이 ‘사기꾼’이었다. 존 르 카레의 아버지는 아들이 어렸을 때 징역형을 선고받기도 했다. 이후에 결혼을 두 번 더 하고 수없는 사기행각을 벌여 300억원의 빚을 남기고 화려하게 파산했다. 특권층 자제만 다니는 학교에서 존 르 카레는 ‘돈은 없고 감추어야 할 것은 많은 아이’로 살아야만 했다.
 더구나 아버지가 그를 명문학교에 보낸 것이 그를 교육하기 위해서가 아니라 ‘가짜 신사’, 즉 ‘나중에 쓸모있는 존재로 만들기 위해서’였다는 것이 밝혀졌다. 이는 존 르 카레가 영국 비밀첩보부에 ‘두더지’처럼 깊숙이 침투한 소련 스파이들과 같은 처지가 됐음을 뜻한다. 번역가 김석희는 “타고난 스파이, 습관적으로 자신을 위장하는 사람이 경험을 ‘제거할’ 필요가 생겼을 때 무엇을 하겠는가?”라고 자문한 뒤 “소설을 쓴다”고 자답했다. 그러면서 “그런 소설이 바로 존 르 카레의 소설”이라고 덧붙였다.
 〈추운 나라에서 돌아온 스파이〉는 그에게 국제적 명성뿐만 아니라 ‘서머싯 몸 상(賞)’ ‘영국 추리작가협회 상’ ‘미국 추리작가협회 상’까지 안겨줬다. 소설이 나온 1963년은 1960년 쿠바 위기의 충격이 남아 있을 때였다. 쿠바를 앞세운 이 사태는 미국과 소련 간 냉전(冷戰)이 열전(熱戰)으로 변할지도 모를 위기였기에 다음과 같은 사회학자들의 평가가 뒤따랐다.
",카레의 소설 속 주인공들은 하나같이 상류층이 되고 싶어 하는 강박증의 소유자들인데 평론가들은 카레를 권력층의 일원으로 생각해 소설 속 스마일리에 카레가 투영되었다고 보았다.,Caricature
" 747년 3월 하순에 출발한 고선지의 1만 보・기병은 100여 일간의 대장정 끝에 당나라 우방국인 오식닉국(五識匿國·아프가니스탄 북동부)에 당도하였다. 이와 같이 오랜 기간에 걸쳐 천천히 군사를 이동시킨 것은, 주변의 서역 여러 나라가 겁을 먹도록 하는 선무공작(宣撫工作)의 일환이었을 것이다. 또한 그러한 소문을 듣고 토번으로 하여금 방심하게 하는 일종의 허허실실(虛虛實實) 전략이라고 볼 수도 있었다.
 오식닉국에서 전열을 정비한 고선지의 군대는, 세 방향으로 나누어 토번의 주력군이 주둔해 있는 파미르고원의 연운보(連雲堡)를 향해 진격했다. 그는 특히 서역 현지의 지리에 밝은 장군을 작전의 선봉에 세웠다. 소륵수착사 조승빈에게 파미르 북쪽 계곡 길을 택해 진격게 하고, 발환수착사 기승관에게 적불당(赤佛堂)을 따라 올라가도록 했다. 그리고 고선지 자신은 군사감독관 변령성과 함께 호밀국(護密國・타지키스탄)을 경유해 가장 악조건의 지형으로 군사를 이동시켰다. 이렇게 세 갈래 길의 군사들이 동시에 토번의 연운보를 공격하기로 하였는데, 이때 전군에게 각기 3일 치 식량을 주어 반드시 3일 만에 연운보에 도착할 수 있도록 무언(無言)의 압력을 행사했다.
 조승빈이나 기승관은 서역 우방국 장수들이므로 파미르고원의 지리를 잘 알고 있었다. 따라서 진격 명령을 내린 길은 모두 그들에게 익숙한 노선이었다. 그러나 고선지가 택한 길은 고산지대 중간에 파륵천(婆勒川)이 가로막고 있어 연운보를 지키는 토번 군사들조차 지형을 믿고 경계에 소홀할 만큼 악조건이었다. 호밀국은 바로 파미르고원 산중에 있어서 그곳 지리에 밝은 사람이 많았는데, 고선지는 그들에게서 연운보에 이르는 지름길을 안내받았을 것이다.
",747년 고선지의 1만 보·기병이 100여 일간의 대장정을 행하여 군사를 이동시킨 것은 선무공작의 일환이었을 것이다.,Caricature
" 2007년 독일에서는 10만명의 굴절 이상 환자가 라식 수술을 받았고, 부작용을 호소하는 이들이 많았다. 독일의 세계적인 시사 주간지 ≪슈피겔≫은 2008년 11월 라식 수술의 문제점을 대대적으로 보도, 독일뿐만 아니라 전 세계에 경종을 울렸다. 당시 기사의 요점은 ‘각막에는 수많은 신경세포가 분포하는데, 각막 절개로 신경이 절단되면 뇌 전달 체계에 이상이 생겨 눈물 생성이 안되는 심각한 안구건조증을 유발한다’는 것과 ‘시술 후 생기는 빛 번짐 등의 후유증 때문에 루프트한자는 라식 수술을 한 조종사를 채용하지 않는다’는 것이었다. 시술 후유증으로 각막 이식 수술을 받은 환자 사례도 첨부됐다. 
 이 기사가 나간 후 라식 수술 빈도는 현저하게 감소했다. 스벤 리 박사는 “독일을 포함한 유럽에서는 불편해도 안경을 착용하는 사람이 많다”며 이렇게 말했다. 
 “한국의 라식 수술 수요가 폭발적인 것은 외모에 신경 쓰고 불편한 것을 참지 못하는 한국인의 특성 때문인 것 같아요. 독일을 포함한 유럽 사람들은 콘택트렌즈에 안경까지 착용할 정도로 외모에 무신경하고, 인내심이 강합니다. 또 자신이 평생 착용할 안경 값을 미리 계산할 만큼 외모보다 기능성이나 경제성을 우선시하지요.”
 ASA 80짋 소프트웨어를 활용, 라섹과 노안 수술을 하고 있는 이헌일(李憲一) GM안과 원장은 이런 이야기를 했다. 
 “2005년 안과 전문의들을 상대로 ‘본인이 시력 교정 수술을 받아야 한다면 라식과 라섹 중 어느 쪽을 선택하겠느냐’는 설문 조사를 했습니다. 의사들은 100% 라섹을 선택했지요. 그만큼 라식 수술의 위험 요소를 많이 알고 있다는 방증 아니겠습니까. 그런데도 대다수의 개인병원에서 라식 수술이 성행하고 있는 것은 환자들의 선호도 때문입니다.”
",2007년 독일에서 10만 명의 굴절 이상 환자가 라식 수술을 받았고 부작용을 호소하는 이들이 많아 시사 주간지 슈피겔은 라식 수술의 문제점을 대대적으로 보도했다.,Caricature
"또한, 향후 통일에 소요될 비용까지 고려하면 우리나라의 재정건전성 관리는 아무리 강조해도 지나치지 않다고 할 수 있습니다. 
 이런 맥락에서 특히 국회에서 제기되는 새로운 재정소요에 대해 보다 심도 있고 체계적인 검토가 필요하며, 이러한 역할을 국회예산정책처가 전문적이고 중립적인 재정전문 연구기관으로서 책임 있게 수행해 나갈 것으로 기대하고 있습니다.
 정부 예산안을 편성하는 기획재정부와 국회 예산안 심사를 지원하는 국회예산정책처는 국가재정을 알뜰히 운용하려는 마음이 서로 같다는 점에서 한가족이라고 생각합니다. 세계경제가 어려워지고 있는 상황에서 재정의 경기대응 역할과 재정건전성 확보라는 과제는 정부와 국회가 서로 머리를 맞대고 지혜를 모아야 성공적으로 수행할 수 있다고 봅니다. 
 기획재정부와 국회예산정책처는 국민의 소중한 세금이 한 푼도 낭비 없이 사용될 수 있도록 함께 노력하고 협력해야 하는 동반자입니다. 
 설립 10주년을 맞이하는 국회예산정책처를 진심으로 축하드리면서 앞으로도 국민의 신뢰를 받는 재정전문기관으로 발전해 나가기를 진심으로 기원합니다.",세계경제가 어려워지는 상황에서 재정 경기대응과 건정성 확보를 위해 기획재정부와 국회예산정책처는 국민의 소중한 세금이 낭비되지 않게 함께 노력하고 협력해야한다.,Caricature
" 메이저 대회를 다 우승했는데, 엉뚱한 곳에서 연승 행진이 멈췄다. 우승을 자신하던 코리아 오픈(12월 5~7일)이다.
 “용인대 체육관에서 경기가 열렸거든요. 후배들에게 뭔가를 보여주고 싶었습니다. 의욕 과잉이었죠. 결승전 상대가 1999년 세계선수권자 지미 페드로 선수(미국)였는데, 제 기술이 깨끗하게 들어갔어요. 한판이라고 생각했는데 절반 판정을 받았습니다. 그 직후, 경기 중인데 갑자기 힘이 빠지더군요. 그때까지 억지로 버티고 있었는데, 오버워크의 후유증이었습니다.” 
 결과는 연장 승부 끝 판정패. 차라리 후련했다. 연승에 대한 중압감이 사라졌으니까. ‘이때 패배가 없었더라면, 올림픽 금메달이 없었을지도 모른다’고 이원희는 생각한다. 예방주사를 미리 맞은 것이기 때문이다. 페드로는 올림픽 16강전에서 만나 14초 만에 먼저 절반을 따고, 반격에 유효를 내주었지만 1분25초를 남기고 소매들어 업어치기 한판으로 설욕(雪辱)했다.
 2004년 1월 모스크바 대회 우승으로 자신감을 회복했는데, 이원희는 발목을 심하게 다쳤다. 주변에서는 올림픽 금메달은 당연히 따는 것으로 기대했는데, 실제 준비 과정은 영 부실했다. 스트레스와 중압감이 최대치로 상승했다.
 “속도 모르는 기자들이 취재 요청을 하는데, 언론사 마감 시간이 있으니까 제 훈련시간을 쪼개야 했습니다. 일정이 망가지더군요. 그래서 어느 시점부터는 인터뷰를 다 사절했어요. 도복 두 벌이 흠뻑 젖을 정도로 훈련하는데 예전 같으면 한 번 대련할 때 4~5판을 넘기던 제가 한 번도 못 넘기고, 심지어 질 때도 있었습니다. 계속되는 컨디션 저하에 미칠 지경이었죠. 우는 모습을 보이기 싫어 화장실에 가 벽을 치면서 일주일에 4~5번은 펑펑 울었어요.”
",이 씨는 예방주사와 같은 패배가 없었다면 올림픽 금메달도 없었을지도 모른다고 생각했다.,Caricature
" 합포에서 출발한 여몽(麗蒙)연합군은 고려 충렬왕 원년인 1274년 4만 군사를 이끌고 일본으로 향했다. 4만 원정군은 몽골군과 한족 군대 2만5000명, 고려군 8000명과 키잡이-뱃사공 등의 지원병력으로 구성돼 있었다. 당시 고려군의 총사령관이 바로 김방경 장군이었다.
 여몽연합군은 합포항을 출발해 대마도에 상륙한 뒤 별다른 어려움을 겪지 않고 섬을 점령했다. 대마도에서 9일을 보낸 뒤 여몽연합군은 일본 규슈 연안의 이키(壹岐)섬에 상륙했다. 이키섬을 점령한 5일 뒤에 여몽연합군은 규슈 하카타(博多)에 상륙했다. 하카타는 지금의 후쿠오카다.
 대마도와 이키섬의 영주들은 여몽연합군과 맞서 싸우다 전멸했다. 당시 일본 가마쿠라 막부(幕府)는 대군을 보냈지만 여몽연합군의 상대가 되지 않았다. 일본 사무라이들은 1대1 싸움에는 능했지만 지금의 미국보다 더 강력했던 세계 최강국 몽골이 대포까지 가져와 쏘아댔기 때문이다.
 《고려사(高麗史)》는 김방경 장군이 당시 전쟁을 지휘하던 모습을 다음과 같이 기록해 놓고 있다.
 여몽연합군은 가마쿠라 막부군을 도륙낸 뒤 밤에 하카타만에 정박시켜 둔 함선에 돌아가서 쉬었는데 갑자기 태풍이 불어와 함선들이 대부분 침몰하고 말았다. 배에 타고 있던 여몽연합군의 피해도 심했다. 기록에 따르면 배가 부서져 바다에서 익사(溺死)한 원정군의 수가 1만3500명이었다고 한다.
 일본이 제2차 세계대전 당시 미국보다 열세인 해·공군력을 만회하기 위해 사용한 전법을 가미카제(新風)라고 한다. 이 가미카제, 즉 일본을 지켜주기 위해 신(神)이 일으킨 바람의 원조가 바로 여몽연합군을 격퇴시킨 1274년 유래한 것이다. 그렇다면 김방경은 왜 몽골군과 일본 정벌에 나선 것일까.
",합포에서 출발한 여몽연합군은 고려 충렬왕 원년에 몽골군과 한족 군대 그리고 고려군과 지원병력으로 구성된 4만 군사를 이끌고 일본으로 향했다.,Caricature
" 팔순을 바라보는 선생이 지금까지 꾸는 악몽이 있으니, 하나는 신발 잃어버리는 꿈, 하나는 인민군을 피해다니는 꿈이다. 전쟁의 기억은 평생의 상처라 이해가 되지만 신발을 잃어버리는 꿈은 무엇인가. 당시는 생필품이 부족하던 시절이라 신발 도난사건이 많았다고 한다. 학교에서 선생님의 심부름을 하다 하교가 다른 학생들보다 늦었는데 그때 신발이 없어져 맨발로 집으로 걸어간 적이 있었다는 것이다. 
 간혹 신발 배급이 나오는데, 이날은 학교에 축제와도 같은 날이 된다. 뽑기를 통해서 아이들에게 나누어주었는데 한 번도 운이 있었던 적이 없었다.
 “내 인생은 돌이켜 보면 거슬러 올라가는 인생이었고, 재수가 없는 인생이었지요. 뭐 하나 운으로 된 게 없어요. 복권은 물론이고 ‘또뽑기’도 한 번 된 적이 없어요. 그런데 그 신발 하나가 나에게 온 것인 줄 알았지요.”
 교장 선생님이 조용히 자기를 불러 ‘우치니 모테이케’라고 한 것이다. 이것은 집에 가져가라는 뜻인데, 이게 웬 횡재인가 싶어 집으로 가져갔다. 하지만 그 말은 교장 선생님 집에 갖다 놓으라는 뜻이었다. 교장 선생이 몰래 직권을 이용해 자신의 아이들에게 신발 한 켤레를 주려 한 것이었다. 10점 만점에 항상 만점을 맞았던 이어령은 초등학교 3학년 시절인 그해 7점을 맞았다면서 웃었다. 가져간 것을 다시 가져오라고 할 수도 없고 성적으로 보복을 한 것이다. 그런 시절이었다. 이어령에게 신발이란 무엇인가.
",신발 배급이 뽑기를 통해서 아이들에게 나누어주었는데 한 번도 운이 있었던 적이 없었다.,Caricature
" 이 자리가 이산해와 유성룡이 옳은가 조헌이 옳은가를 가리는 자리는 아니다. 우리 사회는 한 인물을 논할 때 흔히 시비선악(是非善惡)이라는 2분법에 익숙하게 길들여져 왔다. 인조(仁祖·재위 1623~1649년) 임금 시기 청나라와의 전쟁을 두고 갈린 김상헌(金尙憲)과 최명길(崔鳴吉)의 논쟁에서부터 현대사에서는 이승만(李承晩)과 김구(金九)에 이르기까지 우리는 흔히 한쪽이 옳고 다른 한쪽은 그르다는 식으로 평가를 해 왔다. 세상에는 하나가 옳으면 그와 다른 입장은 당연히 틀릴 수밖에 없다고 생각하기 마련이다. 둘 다 옳은 경우는 있을 수 없다는 판단이다.
 그래서 차가운 얼음과 뜨거운 숯불은 한자리에 있을 수 없다는 ‘빙탄불상용(氷炭不相容)’이란 인식이 자리 잡고 있었다. 하지만 어디 그런가? 이 세상에는 둘 다 옳은 경우도 있고, 둘 다 그른 경우도 있지 않은가. 아니 그보다 먼저 그 옳고 그름이란 것은 특정한 상황 속에서 판단해야 할 일이 아닌가. 동서고금을 통해 영원히 선한 가치는 이념상으로는 존재할 수 있을지 몰라도 적어도 우리가 사는 현실 위에서는 존재할 수 없다는 것을 인식하는 것이 이 세상을 솔직하게 살아가는 지혜일 터이다. 
 이제 필자는 조헌의 주장을 ‘옳고 그름’이라는 시비(是非)의 차원에서 평가하지 않으려 한다. 다만 조헌이 어떠한 구체적인 상황에서 무슨 연유로, 무슨 주장을 했고, 어떠한 행동을 했는지를 살펴본 후 그것이 갖는 의미를 나름대로 이해해 보는 자리로 삼고자 할 뿐이다. 
",우리 사회는 인조 임금 시기에 청나라와의 전쟁을 두고 갈린 김상헌과 최명길의 논쟁부터 이승만과 김구에 이르기까지 한 인물을 논할 때 시비선악이라는 2분법에 익숙하게 길들여졌다.,Caricature
" 여자의 부모가 허락하자, 산상왕은 곧 방에 들어가 그녀와 마주보고 앉으며 말했다.
 “이리 가까이 오라.”
 그러자 여자가 말했다.
 “대왕의 명을 감히 어길 수는 없습니다만, 만일 아이가 생기면 부디 저버리지 마시기 바랍니다.”
 산상왕은 그 여자에게 약속을 지키겠다고 맹세하고, 하룻밤의 정을 나눈 뒤 환궁했다.
 산상왕 재위 13년 3월에 우씨 왕후가 주통촌 여자에 대한 이야기를 듣고 투기(妬忌)를 하여, 몰래 군사를 보내 죽이려고 했다. 그 여자가 먼저 그 소식을 듣고 남자 복장을 하고 달아났으나, 곧 붙잡히는 몸이 되었다.
 그때 주통촌 여자는 왕후가 보낸 군사에게 말했다.
 “너희가 지금 와서 나를 죽이려 하는 것은 대왕의 명령이냐, 아니면 왕후의 명령이냐? 지금 나의 뱃속에는 아이가 들어 있다. 만약 나를 해치게 되면 왕자를 죽이게 되는 것이니 그리 알라!”
 그러자 군사는 감히 여자를 해치지 못하고 돌아가 왕후에게 그와 같은 사실을 보고했다. 그 이야기를 듣고 왕후는 어떡하든 그 여자를 죽이려고 패악을 떨었으나 끝내 목적을 이루지는 못했다.
 그 이야기가 산상왕의 귀에까지 들어갔고, 이때 대왕은 그 여자의 집으로 찾아가 다음과 같이 말했다.
 “네가 지금 아이를 배었다 하니, 그것이 누구의 아이냐?”
 “신첩이 평생 형제와도 동석치 않거늘 하물며 다른 남자를 가까이하겠나이까? 지금 복중에 있는 아이는 대왕의 핏줄이 틀림없사옵니다.”
",산상왕은 우 씨 왕후가 주통촌 여자에 대한 이야기를 듣고 투기하여 군사를 보내 죽이려고 하는 소식을 듣고 남자 복장을 하고 달아났지만 붙잡히는 몸이 되었다.,Caricature
